7,100,900,2,2972831600,18,MCTS,MCTS,35496,305433,true,false,1741475637549,1741475637553
7,100,900,2,2801063700,18,MCTS,MCTS,35496,305032,true,false,1741475637553,1741475637553
7,100,900,2,2869091200,18,MCTS,MCTS,35496,305032,true,false,1741475637553,1741475637553
7,100,900,2,2989241100,18,MCTS,MCTS,35496,305433,true,false,1741475637549,1741475637553
7,100,900,2,2995043000,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3022706200,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3042479300,18,MCTS,MCTS,35496,305433,true,false,1741475637549,1741475637553
7,100,900,2,3044871300,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3089251100,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3155889800,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3225112600,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,3228242400,20,MCTS,MCTS,38430,330648,true,false,1741475637549,1741475637549
7,100,900,2,2239990100,20,MCTS,MCTS,38430,327182,true,false,1741475640543,1741475640543
7,100,900,2,2368252700,22,MCTS,MCTS,41162,352309,true,false,1741475640549,1741475640549
7,100,900,2,2397300800,24,MCTS,MCTS,43692,374676,true,false,1741475640597,1741475640597
7,100,900,2,2455164800,24,MCTS,MCTS,43692,375392,true,false,1741475640596,1741475640596
7,100,900,2,2304891900,20,MCTS,MCTS,38430,327261,true,false,1741475640778,1741475640778
7,100,900,2,2575469700,26,MCTS,MCTS,46020,394858,true,false,1741475640577,1741475640577
7,100,900,2,2527312900,26,MCTS,MCTS,46020,393106,true,false,1741475640643,1741475640643
7,100,900,2,2484839900,22,MCTS,MCTS,41162,350570,true,false,1741475640781,1741475640781
7,100,900,2,2747718000,34,MCTS,MCTS,53312,421174,true,false,1741475640541,1741475640541
7,100,900,2,2969007600,28,MCTS,MCTS,48146,412305,true,false,1741475640535,1741475640535
7,100,900,2,2872202000,28,MCTS,MCTS,48146,398136,true,false,1741475640710,1741475640710
7,100,900,2,3147640000,28,MCTS,MCTS,48146,412305,true,false,1741475640535,1741475640535
7,100,900,2,1851343700,20,MCTS,MCTS,38430,330451,true,false,1741475643152,1741475643152
7,100,900,2,2066968800,24,MCTS,MCTS,43692,373713,true,false,1741475642995,1741475642995
7,100,900,2,1910105100,22,MCTS,MCTS,41162,348877,true,false,1741475643171,1741475643171
7,100,900,2,2680740200,22,MCTS,MCTS,41162,353236,true,false,1741475642783,1741475642783
7,100,900,2,2677790200,32,MCTS,MCTS,51792,439819,true,false,1741475642917,1741475642917
7,100,900,2,2522968500,24,MCTS,MCTS,43692,372058,true,false,1741475643289,1741475643289
7,100,900,2,2908862300,28,MCTS,MCTS,48146,408772,true,false,1741475643083,1741475643083
7,100,900,2,3056477400,26,MCTS,MCTS,46020,392969,true,false,1741475643052,1741475643052
7,100,900,2,2929663500,28,MCTS,MCTS,48146,395277,true,false,1741475643267,1741475643267
7,100,900,2,2906454700,30,MCTS,MCTS,50070,404574,true,false,1741475643504,1741475643504
7,100,900,2,3014447500,32,MCTS,MCTS,51792,418129,true,false,1741475643682,1741475643682
7,100,900,2,3265083900,26,MCTS,MCTS,46020,392698,true,false,1741475643583,1741475643619
7,100,900,2,1351155300,14,MCTS,MCTS,29022,247741,true,false,1741475645596,1741475645596
7,100,900,2,1867830100,20,MCTS,MCTS,38430,330693,true,false,1741475645081,1741475645081
7,100,900,2,2017659400,22,MCTS,MCTS,41162,353983,true,false,1741475645062,1741475645062
7,100,900,2,2113164000,26,MCTS,MCTS,46020,393085,true,false,1741475645004,1741475645004
7,100,900,2,2438324500,24,MCTS,MCTS,43692,355128,true,false,1741475645812,1741475645812
7,100,900,2,2517009500,20,MCTS,MCTS,38430,323227,true,false,1741475645993,1741475645993
7,100,900,2,3403089600,36,MCTS,MCTS,54630,451119,true,false,1741475645466,1741475645466
7,100,900,2,2944834200,30,MCTS,MCTS,50070,418974,true,false,1741475646108,1741475646108
7,100,900,2,3010844000,26,MCTS,MCTS,46020,394136,true,false,1741475646197,1741475646197
7,100,900,2,2186775500,24,MCTS,MCTS,43692,375156,true,false,1741475647081,1741475647081
7,100,900,2,2386669000,28,MCTS,MCTS,48146,404103,true,false,1741475646949,1741475646949
7,100,900,2,2737754100,38,MCTS,MCTS,55746,428207,true,false,1741475646697,1741475646697
7,100,900,2,2531167900,36,MCTS,MCTS,54630,440106,true,false,1741475646947,1741475646947
7,100,900,2,2498076200,44,MCTS,MCTS,57793,440226,true,false,1741475647117,1741475647117
7,100,900,2,3389795900,32,MCTS,MCTS,51792,406934,true,false,1741475646411,1741475646411
7,100,900,2,3727749400,30,MCTS,MCTS,50070,427211,true,false,1741475646884,1741475646884
7,100,900,2,2471538100,20,MCTS,MCTS,38430,329502,true,false,1741475648250,1741475648250
7,100,900,2,2147974900,24,MCTS,MCTS,43692,373467,true,false,1741475649337,1741475649337
7,100,900,2,2336483000,28,MCTS,MCTS,48146,406632,true,false,1741475649267,1741475649267
7,100,900,2,2293187800,26,MCTS,MCTS,46020,386147,true,false,1741475649478,1741475649478
7,100,900,2,2930377600,28,MCTS,MCTS,48146,395156,true,false,1741475648869,1741475648869
7,100,900,2,3067419000,28,MCTS,MCTS,48146,410704,true,false,1741475649053,1741475649053
7,100,900,2,3615166700,36,MCTS,MCTS,54630,434954,true,false,1741475648511,1741475648511
7,100,900,2,2521643000,26,MCTS,MCTS,46020,395042,true,false,1741475649616,1741475649616
7,100,900,2,2433202700,20,MCTS,MCTS,38430,327774,true,false,1741475649801,1741475649801
7,100,900,2,3580435000,32,MCTS,MCTS,51792,434430,true,false,1741475649207,1741475649207
7,100,900,2,3428953500,24,MCTS,MCTS,43692,375657,true,false,1741475649435,1741475649435
7,100,900,2,1960897400,20,MCTS,MCTS,38430,325131,true,false,1741475651604,1741475651604
7,100,900,2,2972081200,28,MCTS,MCTS,48146,397492,true,false,1741475650612,1741475650612
7,100,900,2,1983650700,16,MCTS,MCTS,32360,278351,true,false,1741475651800,1741475651800
7,100,900,2,3158058500,30,MCTS,MCTS,50070,423769,true,false,1741475650723,1741475650723
7,100,900,2,2574964800,30,MCTS,MCTS,50070,420289,true,false,1741475651484,1741475651484
7,100,900,2,2235917600,24,MCTS,MCTS,43692,375606,true,false,1741475652138,1741475652138
7,100,900,2,2658503400,30,MCTS,MCTS,50070,420388,true,false,1741475651773,1741475651773
7,100,900,2,2456964000,22,MCTS,MCTS,41162,353496,true,false,1741475652121,1741475652121
